city,price,year,manufacturer,condition,cylinders,odometer,title_status,transmission,drive,size,type,paint_color
albuquerque,49971,2017,gmc,good,8 cylinders,24396,clean,automatic,4wd,full-size,SUV,white
"grand rapids, MI",21995,2018,ford,like new,6 cylinders,24393,clean,automatic,rwd,full-size,van,white
"Spokane, WA",26069,2018,subaru,like new,4 cylinders,24379,clean,automatic,4wd,mid-size,wagon,black
santa barbara,26500,2011,ford,excellent,8 cylinders,24371,clean,automatic,4wd,full-size,pickup,white
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",13998,2016,nissan,excellent,4 cylinders,24365,clean,automatic,fwd,full-size,sedan,black
"Vermont, IL",17989,2017,ram,good,4 cylinders,24364,clean,automatic,fwd,full-size,van,white
"amarillo, TX",29995,2018,gmc,like new,6 cylinders,24341,clean,automatic,4wd,mid-size,pickup,black
"amarillo, TX",29995,2018,gmc,like new,6 cylinders,24341,clean,automatic,4wd,mid-size,pickup,black
"amarillo, TX",29995,2018,gmc,like new,6 cylinders,24341,clean,automatic,4wd,mid-size,pickup,black
"grand rapids, MI",25995,2016,chevrolet,excellent,8 cylinders,24337,clean,automatic,4wd,full-size,truck,black
"hawaii, US",17495,2018,toyota,good,4 cylinders,24337,clean,automatic,fwd,mid-size,sedan,grey
"madera, CA",9300,2018,nissan,excellent,4 cylinders,24325,salvage,automatic,fwd,mid-size,sedan,blue
"madera, CA",9300,2018,nissan,excellent,4 cylinders,24325,salvage,automatic,fwd,mid-size,sedan,blue
"phoenix, AZ",15500,2016,hyundai,excellent,4 cylinders,24316,clean,manual,fwd,compact,hatchback,black
"la crosse, WI",26017,2019,chevrolet,like new,8 cylinders,24308,clean,automatic,rwd,full-size,van,white
"rochester, MN",26017,2019,chevrolet,like new,8 cylinders,24308,clean,automatic,rwd,full-size,van,white
"space coast, FL",15900,2015,honda,excellent,4 cylinders,24300,lien,automatic,fwd,mid-size,coupe,white
north jersey,27900,2015,mercedes-benz,excellent,6 cylinders,24300,rebuilt,automatic,4wd,full-size,SUV,silver
"pensacola, FL",16500,2011,ford,excellent,8 cylinders,24279,clean,automatic,rwd,full-size,van,white
"South Bend, IN",18000,2015,chevrolet,salvage,8 cylinders,24275,rebuilt,automatic,4wd,full-size,truck,black
"Oshkosh, WI",18495,2016,honda,excellent,4 cylinders,24260,clean,automatic,4wd,compact,SUV,blue
"wausau, WI",17990,2016,honda,excellent,4 cylinders,24260,clean,automatic,4wd,compact,SUV,blue
"bend, OR",39999,2019,ford,excellent,8 cylinders,24251,clean,automatic,4wd,full-size,truck,white
"flint, MI",18200,2018,chevrolet,excellent,4 cylinders,24245,clean,automatic,fwd,full-size,sedan,white
"Spokane, WA",12995,2016,nissan,excellent,4 cylinders,24227,clean,automatic,fwd,compact,hatchback,grey
"yakima, WA",12500,2017,honda,excellent,4 cylinders,24200,rebuilt,automatic,fwd,mid-size,sedan,grey
"florence, SC",33500,2018,ford,excellent,8 cylinders,24200,clean,automatic,4wd,full-size,truck,grey
new hampshire,27000,2015,toyota,excellent,6 cylinders,24200,clean,automatic,4wd,mid-size,truck,red
"Duluth, MN",17900,2017,subaru,like new,4 cylinders,24191,lien,automatic,4wd,mid-size,sedan,silver
plattsburgh-adirondacks,31995,2016,ford,like new,6 cylinders,24185,clean,automatic,4wd,full-size,pickup,black
potsdam-canton-massena,31995,2016,ford,like new,6 cylinders,24185,clean,automatic,4wd,full-size,pickup,black
plattsburgh-adirondacks,30995,2016,ford,like new,6 cylinders,24185,clean,automatic,4wd,full-size,pickup,black
potsdam-canton-massena,30995,2016,ford,like new,6 cylinders,24185,clean,automatic,4wd,full-size,pickup,black
"Vermont, IL",30995,2016,ford,like new,6 cylinders,24185,clean,automatic,4wd,full-size,pickup,black
"Oklahoma City, OK",37900,2017,dodge,excellent,8 cylinders,24163,clean,automatic,rwd,full-size,sedan,green
"Madison, WI",11995,2017,hyundai,like new,4 cylinders,24147,clean,automatic,fwd,mid-size,sedan,black
las vegas,13900,2015,ford,excellent,4 cylinders,24142,salvage,automatic,rwd,sub-compact,coupe,black
"inland empire, CA",13900,2015,ford,excellent,4 cylinders,24142,salvage,automatic,rwd,sub-compact,coupe,black
"chico, CA",24995,2019,dodge,excellent,6 cylinders,24140,clean,automatic,rwd,mid-size,coupe,grey
"redding, CA",24995,2019,dodge,excellent,6 cylinders,24140,clean,automatic,rwd,full-size,sedan,grey
"louisville, KY",16795,2015,hyundai,excellent,6 cylinders,24128,clean,automatic,fwd,mid-size,coupe,grey
"louisville, KY",16795,2015,hyundai,excellent,6 cylinders,24128,clean,automatic,fwd,mid-size,coupe,grey
"louisville, KY",16495,2015,hyundai,excellent,6 cylinders,24128,clean,automatic,fwd,mid-size,coupe,grey
"Fort Collins, CO",29000,2018,volkswagen,like new,6 cylinders,24126,clean,automatic,fwd,full-size,SUV,white
maine,16536,2017,chevrolet,like new,4 cylinders,24109,clean,automatic,4wd,sub-compact,SUV,grey
"Taos, NM",20995,2017,honda,like new,4 cylinders,24102,clean,automatic,4wd,compact,SUV,grey
san diego,7999,2016,ford,like new,4 cylinders,24100,salvage,automatic,fwd,full-size,sedan,grey
"grand rapids, MI",16500,2010,ford,excellent,8 cylinders,24100,clean,automatic,rwd,full-size,van,white
"boise, ID",31500,2016,toyota,excellent,8 cylinders,24100,clean,automatic,4wd,full-size,truck,grey
"Greenville, NC",15999,2018,nissan,excellent,4 cylinders,24080,clean,automatic,fwd,full-size,sedan,grey
detroit metro,29495,2017,ford,excellent,6 cylinders,24027,clean,automatic,4wd,full-size,pickup,blue
"space coast, FL",33999,2016,ford,excellent,8 cylinders,24024,clean,automatic,4wd,full-size,pickup,white
"Fort Collins, CO",37970,2017,gmc,excellent,8 cylinders,24007,clean,automatic,4wd,mid-size,truck,white
"boulder, CO",37970,2017,gmc,excellent,8 cylinders,24007,clean,automatic,4wd,mid-size,truck,white
"orange county, CA",11000,2016,honda,excellent,4 cylinders,24000,salvage,automatic,fwd,full-size,sedan,silver
"Edinburg, TX",7900,2016,ford,like new,4 cylinders,24000,rebuilt,automatic,fwd,compact,sedan,white
"Omaha-Council Bluffs, NE-IA",11950,2018,chevrolet,good,4 cylinders,24000,rebuilt,automatic,fwd,full-size,SUV,silver
"des moines, IA",11950,2018,chevrolet,good,4 cylinders,24000,rebuilt,automatic,fwd,full-size,SUV,silver
"springfield, MO",32900,2018,jeep,excellent,6 cylinders,24000,rebuilt,automatic,4wd,full-size,SUV,orange
maine,17195,2013,ford,excellent,6 cylinders,24000,rebuilt,automatic,4wd,full-size,SUV,green
southeast missouri,15000,2017,chrysler,like new,6 cylinders,24000,rebuilt,automatic,rwd,full-size,sedan,white
san diego,19990,2016,ford,like new,8 cylinders,24000,rebuilt,automatic,rwd,full-size,coupe,orange
"palm springs, CA",11000,2016,honda,excellent,4 cylinders,24000,salvage,automatic,fwd,full-size,sedan,silver
"inland empire, CA",11000,2016,honda,excellent,4 cylinders,24000,salvage,automatic,fwd,full-size,sedan,silver
las vegas,11000,2016,honda,excellent,4 cylinders,24000,salvage,automatic,fwd,full-size,sedan,silver
san diego,11000,2016,honda,excellent,4 cylinders,24000,salvage,automatic,fwd,full-size,sedan,silver
"houston, TX",7650,2013,nissan,like new,4 cylinders,24000,salvage,automatic,fwd,mid-size,sedan,black
"stockton, CA",10998,2016,hyundai,excellent,4 cylinders,24000,salvage,automatic,fwd,compact,hatchback,red
colorado springs,8600,2017,kia,good,4 cylinders,24000,rebuilt,manual,fwd,full-size,sedan,black
eastern NC,9500,2015,fiat,excellent,4 cylinders,24000,clean,manual,fwd,sub-compact,hatchback,silver
"greensboro, NC",15500,2016,ford,like new,4 cylinders,24000,clean,manual,fwd,mid-size,hatchback,blue
"Oklahoma City, OK",1500,2015,dodge,good,4 cylinders,24000,clean,automatic,fwd,mid-size,sedan,white
"charlottesville, VA",15800,2017,kia,like new,4 cylinders,24000,clean,automatic,fwd,full-size,sedan,red
eastern NC,9900,2017,ford,like new,4 cylinders,24000,clean,automatic,fwd,compact,sedan,silver
"hartford, CT",24499,2016,mercedes-benz,like new,4 cylinders,24000,clean,automatic,4wd,full-size,sedan,black
"hudson valley, NY",24499,2016,mercedes-benz,like new,4 cylinders,24000,clean,automatic,4wd,full-size,sedan,black
"Albany, NY",24499,2016,mercedes-benz,like new,4 cylinders,24000,clean,automatic,4wd,mid-size,sedan,black
"Albany, NY",24499,2016,mercedes-benz,like new,4 cylinders,24000,clean,automatic,4wd,full-size,sedan,black
"charleston, SC",19000,2016,mazda,like new,4 cylinders,24000,clean,automatic,rwd,compact,convertible,custom
indianapolis,13500,2015,kia,like new,4 cylinders,24000,clean,automatic,fwd,mid-size,wagon,green
indianapolis,13500,2015,kia,like new,4 cylinders,24000,clean,automatic,fwd,mid-size,wagon,green
"fayetteville, NC",20650,2018,jeep,like new,4 cylinders,24000,clean,automatic,rwd,mid-size,SUV,white
maine,19900,2017,toyota,like new,4 cylinders,24000,clean,automatic,4wd,mid-size,SUV,red
"tucson, AZ",26000,2019,jeep,like new,6 cylinders,24000,clean,automatic,4wd,compact,SUV,grey
las vegas,19850,2016,nissan,like new,6 cylinders,24000,clean,automatic,4wd,mid-size,SUV,white
"lincoln, NE",38900,2017,ford,like new,6 cylinders,24000,clean,automatic,4wd,full-size,pickup,red
"brainerd, MN",28900,2018,chevrolet,like new,6 cylinders,24000,clean,automatic,rwd,mid-size,coupe,black
imperial county,20988,2016,nissan,like new,6 cylinders,24000,clean,automatic,rwd,mid-size,truck,red
"Anchorage, AK",32900,2014,toyota,like new,8 cylinders,24000,clean,automatic,4wd,full-size,truck,white
"columbus, OH",26800,2018,chevrolet,like new,8 cylinders,24000,clean,automatic,4wd,full-size,truck,silver
"palm springs, CA",32500,2017,ram,like new,8 cylinders,24000,clean,automatic,rwd,full-size,pickup,orange
"palm springs, CA",31500,2017,ram,like new,8 cylinders,24000,clean,automatic,rwd,full-size,pickup,orange
"palm springs, CA",31500,2017,ram,like new,8 cylinders,24000,clean,automatic,rwd,full-size,pickup,orange
"palm springs, CA",29000,2017,ram,like new,8 cylinders,24000,clean,automatic,rwd,full-size,pickup,orange
"rochester, NY",35000,2018,gmc,excellent,8 cylinders,24000,clean,automatic,4wd,full-size,pickup,white
"Jefferson City, TN",48500,2019,chevrolet,excellent,8 cylinders,24000,clean,automatic,4wd,full-size,truck,red
jersey shore,31000,2015,gmc,excellent,8 cylinders,24000,clean,automatic,4wd,full-size,truck,brown
"lincoln, NE",28995,2018,chevrolet,excellent,6 cylinders,24000,clean,automatic,4wd,full-size,truck,red
tampa bay area,34500,2016,volkswagen,excellent,4 cylinders,24000,clean,automatic,4wd,compact,hatchback,grey
"logan, UT",15500,2017,nissan,excellent,4 cylinders,24000,clean,automatic,fwd,compact,hatchback,black
"madera, CA",11500,2018,ford,excellent,4 cylinders,24000,clean,automatic,fwd,compact,hatchback,white
maine,14900,2016,chevrolet,excellent,4 cylinders,24000,clean,automatic,4wd,compact,SUV,purple
SF bay area,14990,2016,toyota,excellent,4 cylinders,24000,clean,automatic,fwd,mid-size,sedan,white
indianapolis,13990,2014,hyundai,like new,4 cylinders,23995,clean,automatic,fwd,mid-size,sedan,white
detroit metro,24462,2017,gmc,excellent,6 cylinders,23991,clean,automatic,fwd,full-size,SUV,red
"Duluth, MN",16855,2017,subaru,excellent,4 cylinders,23988,rebuilt,automatic,4wd,full-size,hatchback,blue
"eugene, OR",24999,2017,subaru,like new,4 cylinders,23984,clean,automatic,4wd,full-size,SUV,blue
"baltimore, MD",18899,2017,honda,excellent,4 cylinders,23984,clean,automatic,fwd,mid-size,sedan,black
"des moines, IA",12995,2016,chevrolet,excellent,4 cylinders,23947,clean,automatic,fwd,compact,sedan,grey
"des moines, IA",12995,2016,chevrolet,excellent,4 cylinders,23947,clean,automatic,fwd,compact,sedan,grey
"Omaha-Council Bluffs, NE-IA",24900,2018,dodge,like new,6 cylinders,23941,clean,automatic,4wd,full-size,coupe,white
"lansing, MI",15395,2016,toyota,like new,4 cylinders,23938,clean,automatic,fwd,mid-size,sedan,grey
"Oklahoma City, OK",10800,2017,hyundai,good,4 cylinders,23932,rebuilt,automatic,fwd,mid-size,sedan,white
"wichita, KS",10800,2017,hyundai,good,4 cylinders,23932,rebuilt,automatic,fwd,mid-size,sedan,white
"nashville, TN",24300,2019,ram,excellent,6 cylinders,23915,clean,automatic,fwd,full-size,van,white
"Lewiston, ID-WA",13490,2017,ford,excellent,4 cylinders,23907,clean,manual,fwd,sub-compact,hatchback,grey
"asheville, NC",27999,2017,audi,good,4 cylinders,23901,clean,automatic,4wd,full-size,SUV,grey
"charleston, SC",27999,2017,audi,good,4 cylinders,23901,clean,automatic,4wd,full-size,SUV,grey
"inland empire, CA",12999,2018,nissan,like new,4 cylinders,23893,clean,automatic,fwd,mid-size,sedan,blue
"orange county, CA",12999,2018,nissan,excellent,4 cylinders,23893,clean,automatic,fwd,mid-size,sedan,blue
"Oshkosh, WI",24892,2017,chevrolet,excellent,6 cylinders,23880,clean,automatic,4wd,full-size,SUV,silver
"Green bay, WI",24893,2017,chevrolet,excellent,6 cylinders,23880,clean,automatic,4wd,full-size,SUV,silver
"Albany, NY",14990,2016,mazda,excellent,4 cylinders,23878,clean,manual,fwd,full-size,sedan,grey
"Raleigh-Durham, Durham, NC",26900,2016,lexus,excellent,6 cylinders,23865,clean,automatic,fwd,mid-size,sedan,custom
SF bay area,35000,2019,chevrolet,good,8 cylinders,23862,clean,automatic,rwd,full-size,coupe,black
tallahassee,32225,2017,ford,excellent,8 cylinders,23843,clean,automatic,4wd,full-size,truck,black
"Madison, WI",32073,2018,chevrolet,good,8 cylinders,23823,clean,automatic,4wd,full-size,truck,blue
"Anchorage, AK",18900,2017,volkswagen,excellent,4 cylinders,23817,clean,automatic,fwd,mid-size,sedan,blue
"tulsa, OK",20988,2017,gmc,like new,4 cylinders,23808,clean,automatic,fwd,full-size,SUV,black
"wichita falls, TX",20988,2017,gmc,like new,4 cylinders,23808,clean,automatic,fwd,full-size,SUV,black
"wichita, KS",20988,2017,gmc,like new,4 cylinders,23808,clean,automatic,fwd,full-size,SUV,black
"Oklahoma City, OK",20988,2017,gmc,like new,4 cylinders,23808,clean,automatic,fwd,full-size,SUV,black
south florida,31800,2016,ford,like new,8 cylinders,23800,clean,manual,rwd,mid-size,coupe,grey
"Moline, IL",11500,2015,dodge,like new,4 cylinders,23800,clean,automatic,fwd,full-size,SUV,brown
"Moline, IL",11500,2015,dodge,like new,4 cylinders,23800,clean,automatic,fwd,full-size,SUV,brown
"asheville, NC",14495,2016,jeep,excellent,4 cylinders,23800,clean,automatic,fwd,full-size,SUV,black
grand forks,17990,2016,gmc,like new,4 cylinders,23794,clean,automatic,fwd,mid-size,SUV,black
"Moorhead, MN",17990,2016,gmc,like new,4 cylinders,23794,clean,automatic,fwd,mid-size,SUV,black
"bemidji, MN",17990,2016,gmc,like new,4 cylinders,23794,clean,automatic,fwd,mid-size,SUV,black
southeast KS,10950,2017,ford,good,4 cylinders,23790,clean,automatic,fwd,mid-size,sedan,black
"Vermont, IL",15998,2014,gmc,excellent,6 cylinders,23790,clean,automatic,rwd,full-size,truck,white
"Vermont, IL",15998,2014,gmc,excellent,6 cylinders,23790,clean,automatic,rwd,full-size,truck,white
"Vermont, IL",15998,2014,gmc,excellent,6 cylinders,23790,clean,automatic,rwd,full-size,truck,white
"Vermont, IL",15998,2014,gmc,excellent,6 cylinders,23790,clean,automatic,rwd,full-size,truck,white
"Vermont, IL",15998,2014,gmc,excellent,6 cylinders,23790,clean,automatic,rwd,full-size,truck,white
"Vermont, IL",15998,2014,gmc,excellent,6 cylinders,23790,clean,automatic,rwd,full-size,truck,white
colorado springs,12488,2014,nissan,excellent,4 cylinders,23788,clean,automatic,fwd,compact,SUV,red
detroit metro,30895,2017,gmc,excellent,8 cylinders,23727,clean,automatic,4wd,mid-size,truck,grey
"fayetteville, AR",18000,2017,gmc,like new,8 cylinders,23717,lien,automatic,rwd,full-size,pickup,white
"milwaukee, WI",23500,2018,toyota,like new,4 cylinders,23700,lien,automatic,fwd,mid-size,sedan,white
"louisville, KY",19950,2010,chevrolet,excellent,8 cylinders,23700,clean,manual,rwd,full-size,hatchback,orange
"Muncie, IN",17000,2010,chevrolet,like new,8 cylinders,23700,clean,automatic,rwd,full-size,pickup,red
"Duluth, MN",16750,2015,chevrolet,excellent,6 cylinders,23691,rebuilt,automatic,4wd,mid-size,SUV,red
ventura county,34990,2016,ram,like new,8 cylinders,23680,clean,automatic,4wd,full-size,truck,silver
"Fort Myers, Florida",21999,2014,bmw,excellent,4 cylinders,23622,clean,automatic,rwd,mid-size,coupe,white
sarasota-bradenton,21999,2014,bmw,excellent,4 cylinders,23622,clean,automatic,rwd,mid-size,coupe,white
"jacksonville, NC",16000,2016,toyota,like new,4 cylinders,23600,lien,automatic,rwd,mid-size,sedan,white
"grand rapids, MI",23600,2016,ford,like new,6 cylinders,23600,clean,automatic,4wd,full-size,SUV,grey
"Minneapolis–Saint Paul, MN",15999,2018,nissan,excellent,4 cylinders,23600,clean,automatic,4wd,mid-size,SUV,silver
san luis obispo,29999,2018,ram,good,6 cylinders,23568,clean,automatic,fwd,full-size,van,white
san luis obispo,29999,2018,ram,good,6 cylinders,23568,clean,automatic,fwd,full-size,van,white
san luis obispo,29999,2018,ram,good,6 cylinders,23568,clean,automatic,fwd,full-size,van,white
visalia-tulare,29999,2018,ram,excellent,6 cylinders,23568,clean,automatic,fwd,full-size,van,white
"Anchorage, AK",27999,2018,subaru,like new,4 cylinders,23552,clean,automatic,4wd,mid-size,hatchback,blue
"Fort Walton Beach, FL",13850,2018,ford,like new,4 cylinders,23550,clean,automatic,fwd,compact,sedan,white
"pensacola, FL",13850,2018,ford,like new,4 cylinders,23550,clean,automatic,fwd,compact,sedan,white
"Fort Walton Beach, FL",13850,2018,ford,like new,4 cylinders,23550,clean,automatic,fwd,compact,sedan,white
"pensacola, FL",13850,2018,ford,like new,4 cylinders,23550,clean,automatic,fwd,compact,sedan,white
"wilmington, NC",9500,2015,kia,excellent,4 cylinders,23549,clean,manual,fwd,compact,SUV,silver
"wilmington, NC",10500,2015,kia,excellent,4 cylinders,23549,clean,manual,fwd,compact,SUV,silver
