city,price,year,manufacturer,condition,cylinders,odometer,title_status,transmission,drive,size,type,paint_color
"winston-salem, NC",21500,2016,chevrolet,excellent,6 cylinders,49500,clean,automatic,4wd,mid-size,SUV,grey
"richmond, IN",13997,2011,honda,like new,4 cylinders,49479,clean,automatic,4wd,mid-size,SUV,silver
indianapolis,13997,2011,honda,like new,4 cylinders,49479,clean,automatic,4wd,mid-size,SUV,silver
"bloomington, IN",13997,2011,honda,like new,4 cylinders,49479,clean,automatic,4wd,mid-size,SUV,silver
"Lafayette, OH",13997,2011,honda,like new,4 cylinders,49479,clean,automatic,4wd,mid-size,SUV,silver
"Lafayette, OH",13997,2011,honda,like new,4 cylinders,49479,clean,automatic,4wd,mid-size,SUV,silver
"Muncie, IN",13997,2011,honda,like new,4 cylinders,49479,clean,automatic,4wd,mid-size,SUV,silver
"Muncie, IN",13997,2011,honda,like new,4 cylinders,49479,clean,automatic,4wd,full-size,SUV,silver
"terre haute, IN",13997,2011,honda,like new,4 cylinders,49479,clean,automatic,4wd,mid-size,SUV,silver
"terre haute, IN",13997,2011,honda,like new,4 cylinders,49479,clean,automatic,4wd,mid-size,SUV,silver
champaign urbana,13997,2011,honda,like new,4 cylinders,49479,clean,automatic,4wd,mid-size,SUV,silver
"richmond, VA",14999,2015,nissan,like new,6 cylinders,49465,rebuilt,automatic,4wd,full-size,SUV,grey
"las cruces, NM",7995,2015,nissan,excellent,4 cylinders,49450,clean,automatic,fwd,compact,sedan,blue
"chattanooga, TN",24500,2013,ford,excellent,6 cylinders,49450,clean,automatic,rwd,full-size,truck,white
"chattanooga, TN",24500,2013,ford,excellent,6 cylinders,49450,clean,automatic,rwd,full-size,truck,white
SF bay area,13750,2017,toyota,excellent,4 cylinders,49423,clean,automatic,fwd,compact,SUV,blue
"Omaha-Council Bluffs, NE-IA",16995,2018,hyundai,excellent,4 cylinders,49420,clean,automatic,4wd,full-size,SUV,blue
"boise, ID",31995,2016,ram,like new,8 cylinders,49413,clean,automatic,4wd,full-size,pickup,grey
"Dallas, TX",23500,2015,ford,excellent,8 cylinders,49409,clean,manual,rwd,sub-compact,coupe,black
new river valley,35000,2016,chevrolet,like new,8 cylinders,49400,clean,automatic,4wd,full-size,truck,silver
"butte, MT",19000,2015,toyota,like new,6 cylinders,49400,clean,automatic,fwd,mid-size,sedan,grey
"GrubSouth, Huntsville, AL",7700,2011,ford,excellent,4 cylinders,49367,clean,automatic,fwd,compact,sedan,white
"louisville, KY",19595,2014,dodge,excellent,8 cylinders,49364,clean,automatic,4wd,mid-size,sedan,black
"louisville, KY",19595,2014,dodge,excellent,8 cylinders,49364,clean,automatic,4wd,mid-size,sedan,black
"louisville, KY",19595,2014,dodge,excellent,8 cylinders,49364,clean,automatic,4wd,mid-size,sedan,black
"Hickory, NC",20900,2017,nissan,excellent,6 cylinders,49355,clean,automatic,4wd,full-size,SUV,black
"eugene, OR",22900,2015,nissan,good,6 cylinders,49346,clean,automatic,rwd,compact,coupe,red
"kansas city, MO",13500,2015,chevrolet,like new,4 cylinders,49341,clean,automatic,fwd,compact,SUV,black
"galveston, TX",9600,2014,toyota,good,4 cylinders,49330,clean,automatic,4wd,full-size,sedan,grey
"eau claire, WI",7995,2011,chevrolet,good,6 cylinders,49325,clean,automatic,fwd,mid-size,sedan,white
"tri-cities, TN",15500,2016,jeep,like new,4 cylinders,49301,clean,automatic,fwd,mid-size,hatchback,white
salt lake city,13800,2016,kia,excellent,4 cylinders,49300,clean,automatic,fwd,full-size,sedan,white
"Minneapolis–Saint Paul, MN",10800,2014,toyota,excellent,4 cylinders,49300,clean,automatic,fwd,compact,sedan,white
"bend, OR",37995,2017,ford,good,6 cylinders,49290,clean,automatic,4wd,full-size,pickup,grey
"Minneapolis–Saint Paul, MN",9995,2014,nissan,excellent,6 cylinders,49282,rebuilt,automatic,fwd,full-size,sedan,black
"south coast, MA",8900,2016,chevrolet,good,4 cylinders,49263,rebuilt,automatic,fwd,compact,sedan,black
"Oshkosh, WI",19995,2015,chevrolet,excellent,6 cylinders,49261,clean,automatic,4wd,mid-size,SUV,black
"Oshkosh, WI",19995,2015,chevrolet,excellent,6 cylinders,49261,clean,automatic,4wd,mid-size,SUV,black
"Green bay, WI",19995,2015,chevrolet,excellent,6 cylinders,49261,clean,automatic,4wd,mid-size,SUV,black
"Green bay, WI",19995,2015,chevrolet,excellent,6 cylinders,49261,clean,automatic,4wd,mid-size,SUV,black
"bend, OR",29995,2011,bmw,excellent,8 cylinders,49252,clean,automatic,rwd,mid-size,coupe,white
"bend, OR",29995,2011,bmw,excellent,8 cylinders,49252,clean,automatic,rwd,mid-size,coupe,white
"bend, OR",29995,2011,bmw,excellent,8 cylinders,49252,clean,automatic,rwd,mid-size,coupe,white
"wilmington, NC",18000,2016,nissan,good,6 cylinders,49250,lien,automatic,fwd,full-size,sedan,blue
"Cottonwood, AZ",17000,2016,chrysler,excellent,6 cylinders,49250,clean,automatic,fwd,full-size,mini-van,white
"Worcester, MA",16995,2015,toyota,excellent,4 cylinders,49250,clean,automatic,4wd,mid-size,SUV,black
"Vermont, IL",18995,2016,dodge,excellent,8 cylinders,49233,clean,automatic,rwd,full-size,sedan,silver
"memphis, TN",10999,2017,hyundai,excellent,4 cylinders,49225,clean,automatic,fwd,mid-size,sedan,silver
"bend, OR",13990,2012,nissan,good,6 cylinders,49216,clean,automatic,4wd,full-size,SUV,custom
medford-ashland,13990,2012,nissan,good,6 cylinders,49216,clean,automatic,4wd,full-size,SUV,custom
"inland empire, CA",8500,2012,kia,excellent,4 cylinders,49213,clean,automatic,fwd,full-size,sedan,black
"birmingham, AL",10000,2010,toyota,excellent,4 cylinders,49200,clean,automatic,fwd,full-size,sedan,custom
chicago,13300,2014,jeep,like new,4 cylinders,49200,clean,automatic,fwd,mid-size,SUV,silver
sarasota-bradenton,13500,2015,ford,excellent,4 cylinders,49200,lien,automatic,4wd,sub-compact,SUV,white
"bowling green, KY",4500,2017,chevrolet,good,4 cylinders,49200,parts only,automatic,fwd,compact,sedan,red
"knoxville, TN",27000,2015,ford,excellent,6 cylinders,49200,clean,automatic,4wd,full-size,truck,silver
"Fort Myers, Florida",13495,2016,nissan,excellent,4 cylinders,49176,clean,automatic,fwd,mid-size,sedan,grey
"orange county, CA",15990,2014,mercedes-benz,excellent,4 cylinders,49163,clean,automatic,rwd,compact,sedan,grey
"redding, CA",11500,2014,honda,excellent,4 cylinders,49158,clean,automatic,fwd,compact,sedan,white
north jersey,22500,2015,nissan,like new,6 cylinders,49150,clean,automatic,4wd,full-size,SUV,white
"kansas city, MO",16995,2016,nissan,excellent,6 cylinders,49129,clean,automatic,fwd,mid-size,sedan,white
"joplin, MO",16995,2016,nissan,excellent,6 cylinders,49129,clean,automatic,fwd,mid-size,sedan,white
"kirksville, MO",16995,2016,nissan,excellent,6 cylinders,49129,clean,automatic,fwd,mid-size,sedan,white
"hattiesburg, MS",16900,2018,dodge,good,6 cylinders,49121,clean,automatic,fwd,full-size,van,white
baton rouge,16900,2018,dodge,good,6 cylinders,49121,clean,automatic,fwd,full-size,van,white
"montgomery, AL",16900,2018,dodge,good,6 cylinders,49121,clean,automatic,fwd,full-size,van,white
"birmingham, AL",16900,2018,dodge,good,6 cylinders,49121,clean,automatic,fwd,full-size,van,white
"jackson, MS",16900,2018,dodge,good,6 cylinders,49121,clean,automatic,fwd,full-size,van,white
"mobile, AL",16900,2018,dodge,good,6 cylinders,49121,clean,automatic,fwd,full-size,van,white
"Worcester, MA",26625,2016,jeep,excellent,6 cylinders,49118,clean,automatic,4wd,mid-size,SUV,black
"new haven, CT",11995,2017,volkswagen,excellent,4 cylinders,49093,clean,automatic,fwd,mid-size,sedan,grey
north jersey,11995,2017,volkswagen,excellent,4 cylinders,49093,clean,automatic,fwd,mid-size,sedan,grey
"hudson valley, NY",11995,2017,volkswagen,excellent,4 cylinders,49093,clean,automatic,fwd,mid-size,sedan,grey
"Duluth, MN",15000,2014,subaru,excellent,4 cylinders,49088,clean,automatic,4wd,mid-size,SUV,blue
"jacksonville, FL",15995,2018,chevrolet,like new,4 cylinders,49087,clean,automatic,fwd,mid-size,sedan,silver
"Albany, NY",11990,2016,mazda,excellent,4 cylinders,49086,clean,manual,fwd,mid-size,sedan,grey
"Omaha-Council Bluffs, NE-IA",9950,2011,chevrolet,good,6 cylinders,49083,clean,automatic,rwd,mid-size,coupe,silver
"jackson, MS",11990,2018,nissan,like new,4 cylinders,49080,clean,automatic,fwd,mid-size,sedan,blue
"kansas city, MO",18995,2013,dodge,excellent,8 cylinders,49072,clean,automatic,rwd,mid-size,coupe,blue
new hampshire,13475,2015,kia,excellent,4 cylinders,49069,clean,automatic,fwd,mid-size,sedan,blue
"holland, MI",11000,2012,jeep,excellent,6 cylinders,49068,clean,automatic,4wd,mid-size,SUV,white
"knoxville, TN",14899,2016,ford,like new,4 cylinders,49053,clean,automatic,fwd,mid-size,sedan,white
"phoenix, AZ",19599,2015,hyundai,excellent,6 cylinders,49042,clean,automatic,rwd,full-size,sedan,white
central NJ,12995,2015,chevrolet,excellent,6 cylinders,49040,clean,automatic,rwd,full-size,pickup,white
"mobile, AL",16900,2018,dodge,good,6 cylinders,49038,clean,automatic,fwd,full-size,van,silver
"birmingham, AL",16900,2018,dodge,good,6 cylinders,49038,clean,automatic,fwd,full-size,van,silver
baton rouge,16900,2018,dodge,good,6 cylinders,49038,clean,automatic,fwd,full-size,van,silver
"montgomery, AL",16900,2018,dodge,good,6 cylinders,49038,clean,automatic,fwd,full-size,van,silver
"hattiesburg, MS",16900,2018,dodge,good,6 cylinders,49038,clean,automatic,fwd,full-size,van,silver
"jackson, MS",16900,2018,dodge,good,6 cylinders,49038,clean,automatic,fwd,full-size,van,silver
tuscarawas co,28000,2015,ram,excellent,8 cylinders,49026,lien,automatic,4wd,full-size,pickup,black
"Anchorage, AK",15700,2014,toyota,excellent,4 cylinders,49009,clean,automatic,fwd,full-size,sedan,white
"kalamazoo, MI",31800,2016,dodge,excellent,6 cylinders,49001,clean,automatic,fwd,mid-size,mini-van,silver
utica-rome-oneida,5800,2013,chevrolet,excellent,4 cylinders,49000,rebuilt,automatic,fwd,mid-size,sedan,grey
"jackson, TN",9750,2015,nissan,excellent,4 cylinders,49000,rebuilt,automatic,fwd,full-size,sedan,white
saginaw-midland-baycity,7450,2012,chevrolet,like new,4 cylinders,49000,rebuilt,automatic,fwd,compact,sedan,black
"louisville, KY",9750,2015,nissan,excellent,6 cylinders,49000,rebuilt,automatic,fwd,full-size,sedan,brown
"bowling green, KY",9750,2015,nissan,excellent,6 cylinders,49000,rebuilt,automatic,fwd,full-size,sedan,brown
"lexington, KY",9750,2015,nissan,excellent,6 cylinders,49000,rebuilt,automatic,fwd,full-size,sedan,brown
"GrubSouth, Huntsville, AL",9750,2015,nissan,excellent,6 cylinders,49000,rebuilt,automatic,fwd,full-size,sedan,brown
"Edinburg, TX",11990,2015,chevrolet,like new,6 cylinders,49000,rebuilt,automatic,rwd,compact,coupe,black
tallahassee,11500,2016,chevrolet,like new,6 cylinders,49000,rebuilt,automatic,fwd,mid-size,SUV,white
"jacksonville, FL",11500,2016,chevrolet,like new,6 cylinders,49000,rebuilt,automatic,fwd,mid-size,SUV,white
"Edinburg, TX",9700,2015,chevrolet,like new,6 cylinders,49000,rebuilt,automatic,rwd,compact,coupe,black
"montgomery, AL",15800,2010,ford,good,8 cylinders,49000,lien,automatic,4wd,full-size,truck,silver
"tucson, AZ",9995,2014,ford,excellent,4 cylinders,49000,clean,manual,fwd,compact,sedan,silver
"eugene, OR",28900,2016,dodge,excellent,8 cylinders,49000,clean,manual,rwd,full-size,coupe,white
ventura county,20500,2013,ford,excellent,8 cylinders,49000,clean,manual,rwd,full-size,convertible,red
"charlotte, NC",22995,2014,ford,like new,8 cylinders,49000,clean,manual,rwd,full-size,coupe,black
"fayetteville, NC",22995,2014,ford,like new,8 cylinders,49000,clean,manual,rwd,full-size,coupe,black
"greensboro, NC",22995,2014,ford,like new,8 cylinders,49000,clean,manual,rwd,full-size,coupe,black
"Greenville, NC",22995,2014,ford,like new,8 cylinders,49000,clean,manual,rwd,full-size,coupe,black
southwest VA,22995,2014,ford,like new,8 cylinders,49000,clean,manual,rwd,full-size,coupe,black
"salem, OR",26998,2015,ford,fair,6 cylinders,49000,clean,automatic,4wd,full-size,pickup,brown
"bend, OR",26998,2015,ford,fair,6 cylinders,49000,clean,automatic,4wd,full-size,pickup,brown
"bend, OR",26750,2015,ford,fair,6 cylinders,49000,clean,automatic,4wd,full-size,pickup,brown
medford-ashland,26750,2015,ford,fair,6 cylinders,49000,clean,automatic,4wd,full-size,pickup,brown
philadelphia,10000,2014,honda,good,6 cylinders,49000,clean,automatic,fwd,full-size,sedan,grey
"Oklahoma City, OK",13400,2013,nissan,good,4 cylinders,49000,clean,automatic,fwd,mid-size,sedan,red
"Oklahoma City, OK",2000,2013,nissan,good,4 cylinders,49000,clean,automatic,fwd,mid-size,sedan,red
"boise, ID",14999,2014,toyota,good,4 cylinders,49000,clean,automatic,4wd,mid-size,SUV,silver
"hudson valley, NY",20300,2015,subaru,like new,4 cylinders,49000,clean,automatic,4wd,mid-size,wagon,red
jersey shore,16499,2015,subaru,like new,4 cylinders,49000,clean,automatic,4wd,mid-size,hatchback,grey
"south coast, MA",16995,2015,bmw,like new,4 cylinders,49000,clean,automatic,4wd,mid-size,SUV,silver
"billings, MT",31000,2016,chevrolet,like new,8 cylinders,49000,clean,automatic,4wd,full-size,truck,white
"york, PA",22999,2012,gmc,like new,8 cylinders,49000,clean,automatic,4wd,full-size,truck,silver
"lancaster, PA",22999,2012,gmc,like new,8 cylinders,49000,clean,automatic,4wd,full-size,pickup,silver
jersey shore,40000,2013,ford,excellent,8 cylinders,49000,clean,automatic,4wd,full-size,truck,silver
eastern NC,39900,2018,gmc,excellent,8 cylinders,49000,clean,automatic,4wd,full-size,truck,grey
"lexington, KY",29500,2014,jeep,excellent,6 cylinders,49000,clean,automatic,4wd,mid-size,SUV,silver
"lexington, KY",17495,2015,ford,excellent,6 cylinders,49000,clean,automatic,fwd,full-size,SUV,white
san luis obispo,23500,2015,ford,excellent,6 cylinders,49000,clean,automatic,4wd,full-size,pickup,silver
"lincoln, NE",29900,2013,ford,excellent,6 cylinders,49000,clean,automatic,4wd,full-size,pickup,white
"grand rapids, MI",26500,2013,ford,excellent,6 cylinders,49000,clean,automatic,4wd,full-size,truck,black
daytona beach,16995,2017,chevrolet,excellent,6 cylinders,49000,clean,automatic,rwd,full-size,pickup,white
"brainerd, MN",9500,2014,chevrolet,excellent,4 cylinders,49000,clean,automatic,fwd,compact,coupe,blue
"rochester, NY",18955,2015,toyota,excellent,4 cylinders,49000,clean,automatic,4wd,full-size,SUV,silver
"tucson, AZ",14995,2015,hyundai,excellent,4 cylinders,49000,clean,automatic,fwd,mid-size,SUV,grey
"tucson, AZ",11995,2014,jeep,excellent,4 cylinders,49000,clean,automatic,fwd,mid-size,SUV,blue
"houston, TX",11500,2013,kia,excellent,4 cylinders,49000,clean,automatic,fwd,mid-size,SUV,silver
"Albany, NY",15000,2015,audi,excellent,4 cylinders,49000,clean,automatic,4wd,full-size,sedan,black
"Tyler, TX",15999,2014,chevrolet,excellent,4 cylinders,49000,clean,automatic,fwd,compact,sedan,blue
"grand rapids, MI",10900,2016,ford,excellent,4 cylinders,49000,clean,automatic,fwd,compact,sedan,grey
"austin, TX",9200,2017,ford,excellent,4 cylinders,49000,clean,automatic,fwd,compact,sedan,grey
"buffalo, NY",8600,2013,nissan,excellent,4 cylinders,49000,clean,automatic,fwd,compact,sedan,silver
south florida,13500,2015,honda,excellent,4 cylinders,49000,clean,automatic,fwd,mid-size,sedan,grey
"Oklahoma City, OK",14500,2017,chevrolet,excellent,4 cylinders,49000,clean,automatic,fwd,mid-size,sedan,grey
"Anchorage, AK",11900,2016,ford,excellent,4 cylinders,49000,clean,automatic,fwd,mid-size,sedan,red
little rock,6300,2012,chevrolet,like new,6 cylinders,48986,salvage,automatic,fwd,mid-size,SUV,brown
"space coast, FL",13995,2016,nissan,excellent,4 cylinders,48986,clean,automatic,fwd,mid-size,sedan,white
"Minneapolis–Saint Paul, MN",17900,2016,ram,good,4 cylinders,48974,clean,automatic,rwd,mid-size,van,white
"Jefferson City, TN",19999,2013,subaru,excellent,4 cylinders,48973,clean,manual,4wd,mid-size,hatchback,black
"bend, OR",26990,2011,ford,good,8 cylinders,48971,clean,automatic,4wd,full-size,truck,red
"eugene, OR",26990,2011,ford,good,8 cylinders,48971,clean,automatic,4wd,full-size,truck,red
delaware,21000,2013,chevrolet,good,8 cylinders,48938,clean,automatic,rwd,full-size,truck,white
"austin, TX",19988,2018,dodge,like new,6 cylinders,48937,clean,automatic,rwd,full-size,sedan,silver
sarasota-bradenton,20990,2016,gmc,excellent,6 cylinders,48935,clean,automatic,fwd,mid-size,SUV,black
"youngstown, OH",6195,2010,ford,excellent,4 cylinders,48935,clean,automatic,rwd,compact,coupe,silver
"rochester, NY",15995,2016,chevrolet,excellent,4 cylinders,48912,clean,automatic,rwd,full-size,coupe,red
"wichita falls, TX",22500,2015,ford,like new,6 cylinders,48900,clean,automatic,4wd,full-size,SUV,red
"wichita, KS",22500,2015,ford,like new,6 cylinders,48900,clean,automatic,4wd,full-size,SUV,red
"tulsa, OK",22500,2015,ford,like new,6 cylinders,48900,clean,automatic,4wd,full-size,SUV,red
"Oklahoma City, OK",22500,2015,ford,like new,6 cylinders,48900,clean,automatic,4wd,full-size,SUV,red
"Jefferson City, TN",17900,2014,chevrolet,like new,6 cylinders,48900,clean,automatic,fwd,full-size,sedan,red
tuscaloosa,10000,2010,toyota,excellent,4 cylinders,48900,clean,automatic,fwd,full-size,sedan,custom
"la crosse, WI",8900,2015,hyundai,excellent,4 cylinders,48900,clean,automatic,fwd,mid-size,sedan,silver
las vegas,11175,2015,dodge,like new,4 cylinders,48899,rebuilt,automatic,fwd,full-size,SUV,grey
"Akron, OH",20950,2017,chevrolet,good,8 cylinders,48899,clean,automatic,rwd,full-size,van,white
new york city,17799,2016,bmw,like new,4 cylinders,48884,clean,automatic,rwd,full-size,sedan,black
philadelphia,17799,2016,bmw,like new,4 cylinders,48884,clean,automatic,rwd,full-size,sedan,black
central NJ,17799,2016,bmw,like new,4 cylinders,48884,clean,automatic,rwd,full-size,sedan,black
colorado springs,33100,2016,toyota,excellent,6 cylinders,48881,clean,automatic,4wd,full-size,SUV,black
"Albany, NY",38900,2016,ford,excellent,8 cylinders,48863,clean,automatic,4wd,full-size,truck,silver
central michigan,19995,2012,ram,excellent,8 cylinders,48863,clean,automatic,4wd,mid-size,truck,blue
"Spokane, WA",26500,2016,jeep,excellent,6 cylinders,48859,clean,automatic,4wd,mid-size,SUV,silver
"Tyler, TX",25995,2015,toyota,like new,6 cylinders,48851,clean,automatic,4wd,full-size,pickup,black
"Roswell, NM",35689,2016,chevrolet,like new,8 cylinders,48850,clean,automatic,rwd,full-size,SUV,grey
"hawaii, US",7995,2016,ford,good,4 cylinders,48807,clean,automatic,fwd,compact,hatchback,grey
"hawaii, US",7995,2016,ford,good,4 cylinders,48807,clean,automatic,fwd,compact,hatchback,grey
"grand rapids, MI",8999,2017,hyundai,excellent,4 cylinders,48806,clean,automatic,fwd,mid-size,hatchback,grey
"iowa city, IA",25950,2016,chevrolet,good,8 cylinders,48800,clean,automatic,4wd,full-size,truck,white
"wichita falls, TX",25588,2017,ram,like new,6 cylinders,48800,clean,automatic,4wd,full-size,truck,white
"wichita, KS",25588,2017,ram,like new,6 cylinders,48800,clean,automatic,4wd,full-size,truck,white
"tulsa, OK",25588,2017,ram,like new,6 cylinders,48800,clean,automatic,4wd,full-size,truck,white
"iowa city, IA",25950,2016,chevrolet,excellent,8 cylinders,48800,clean,automatic,4wd,full-size,pickup,white
"harrisburg, PA",10500,2012,toyota,excellent,4 cylinders,48800,clean,automatic,fwd,full-size,sedan,black
"Akron, OH",19950,2017,chevrolet,good,8 cylinders,48781,clean,automatic,rwd,full-size,van,white
"columbus, OH",19950,2017,chevrolet,good,8 cylinders,48781,clean,automatic,rwd,full-size,van,white
"Moline, IL",19459,2015,mazda,excellent,4 cylinders,48780,clean,automatic,4wd,full-size,SUV,white
"kokomo, IN",29000,2015,gmc,excellent,8 cylinders,48766,clean,automatic,4wd,full-size,pickup,green
san antonio,16995,2012,mercedes-benz,excellent,6 cylinders,48764,clean,automatic,rwd,mid-size,sedan,black
"Cottonwood, AZ",10999,2014,nissan,excellent,4 cylinders,48748,clean,automatic,fwd,mid-size,sedan,grey
"Cottonwood, AZ",10999,2014,nissan,excellent,4 cylinders,48748,clean,automatic,fwd,mid-size,sedan,grey
albuquerque,29995,2016,chevrolet,good,8 cylinders,48743,clean,automatic,4wd,full-size,truck,custom
"hawaii, US",18995,2016,honda,excellent,6 cylinders,48722,clean,automatic,fwd,mid-size,mini-van,grey
"sioux falls, SD",20999,2016,subaru,excellent,4 cylinders,48710,clean,automatic,4wd,mid-size,hatchback,blue
"Oshkosh, WI",22995,2017,ram,like new,6 cylinders,48702,clean,automatic,4wd,full-size,truck,white
"Vermont, IL",17900,2013,lexus,excellent,6 cylinders,48700,clean,automatic,fwd,mid-size,sedan,silver
"phoenix, AZ",19577,2017,chevrolet,excellent,6 cylinders,48689,clean,automatic,rwd,mid-size,convertible,red
"Minneapolis–Saint Paul, MN",6995,2014,chevrolet,excellent,4 cylinders,48674,rebuilt,automatic,fwd,mid-size,sedan,white
"Reno, NV",16995,2010,gmc,excellent,8 cylinders,48671,clean,automatic,rwd,full-size,pickup,silver
"Reno, NV",16995,2010,gmc,excellent,8 cylinders,48671,clean,automatic,rwd,full-size,pickup,silver
"boise, ID",9988,2015,nissan,good,4 cylinders,48669,clean,automatic,fwd,compact,sedan,blue
"twin falls, ID",9988,2015,nissan,good,4 cylinders,48669,clean,automatic,fwd,compact,sedan,blue
"toledo, OH",16000,2017,kia,like new,4 cylinders,48667,lien,automatic,fwd,compact,wagon,grey
"bowling green, KY",1900,2011,nissan,excellent,6 cylinders,48660,rebuilt,automatic,fwd,mid-size,van,silver
"clarksville, TN",1900,2011,nissan,excellent,6 cylinders,48660,rebuilt,automatic,fwd,mid-size,van,silver
"cookeville, TN",1900,2011,nissan,excellent,6 cylinders,48660,rebuilt,automatic,fwd,mid-size,van,silver
sarasota-bradenton,9900,2016,chrysler,good,4 cylinders,48659,clean,automatic,fwd,mid-size,other,grey
"south coast, MA",8000,2014,ford,excellent,4 cylinders,48623,clean,automatic,fwd,compact,hatchback,red
seattle-tacoma,13995,2016,audi,excellent,4 cylinders,48620,rebuilt,automatic,4wd,mid-size,sedan,grey
"yuba-sutter, CA",13999,2016,ford,excellent,4 cylinders,48616,clean,manual,fwd,sub-compact,sedan,black
"Madison, WI",17900,2011,bmw,good,6 cylinders,48614,clean,manual,rwd,mid-size,convertible,black
"asheville, NC",21500,2016,ram,excellent,8 cylinders,48600,clean,automatic,rwd,full-size,pickup,grey
SF bay area,13000,2017,kia,excellent,4 cylinders,48600,clean,automatic,fwd,mid-size,SUV,blue
"baltimore, MD",16900,2016,honda,excellent,4 cylinders,48600,clean,automatic,fwd,mid-size,sedan,black
"billings, MT",16990,2018,chevrolet,like new,4 cylinders,48599,clean,automatic,fwd,mid-size,sedan,white
"treasure coast, FL",19747,2017,ford,excellent,4 cylinders,48598,clean,automatic,4wd,mid-size,SUV,orange
"treasure coast, FL",19947,2017,ford,excellent,4 cylinders,48598,clean,automatic,4wd,mid-size,SUV,orange
indianapolis,17999,2016,ford,excellent,6 cylinders,48591,clean,automatic,fwd,full-size,SUV,silver
"lincoln, NE",29850,2016,ford,like new,6 cylinders,48589,clean,automatic,4wd,full-size,pickup,silver
albuquerque,49986,2017,gmc,good,8 cylinders,48583,clean,automatic,4wd,full-size,truck,custom
albuquerque,49986,2017,gmc,good,8 cylinders,48583,clean,automatic,4wd,full-size,truck,custom
wyoming,49986,2017,gmc,good,8 cylinders,48583,clean,automatic,4wd,full-size,truck,custom
"lakeland, FL",14995,2016,chevrolet,good,4 cylinders,48568,clean,automatic,fwd,compact,sedan,silver
"houston, TX",1900,2016,chevrolet,excellent,8 cylinders,48568,clean,automatic,rwd,full-size,mini-van,white
"Fort Collins, CO",30999,2016,ram,excellent,8 cylinders,48567,clean,automatic,4wd,mid-size,truck,white
"Savannah, GA",17995,2017,ford,good,4 cylinders,48566,clean,automatic,fwd,full-size,SUV,black
"columbia, SC",17995,2017,ford,good,4 cylinders,48566,clean,automatic,fwd,full-size,SUV,black
"charleston, SC",17995,2017,ford,good,4 cylinders,48566,clean,automatic,fwd,full-size,SUV,black
"atlanta, GA",17995,2017,ford,good,4 cylinders,48566,clean,automatic,fwd,full-size,SUV,black
"tulsa, OK",19995,2018,jeep,excellent,6 cylinders,48558,clean,automatic,4wd,mid-size,SUV,white
"pittsburgh, PA",17990,2018,chevrolet,good,4 cylinders,48556,clean,automatic,4wd,full-size,SUV,red
"Reno, NV",16995,2013,ford,excellent,4 cylinders,48535,clean,automatic,fwd,compact,sedan,yellow
"lafayette, LA",8995,2011,nissan,excellent,4 cylinders,48530,clean,automatic,fwd,mid-size,sedan,white
"lakeland, FL",12500,2013,chrysler,good,6 cylinders,48526,clean,automatic,fwd,mid-size,convertible,white
"charlotte, NC",11800,2017,hyundai,excellent,4 cylinders,48505,clean,automatic,fwd,compact,sedan,black
"panama city, FL",13750,2016,toyota,excellent,4 cylinders,48500,lien,automatic,fwd,mid-size,sedan,brown
"st louis, MO",10900,2015,hyundai,excellent,4 cylinders,48500,lien,automatic,fwd,compact,hatchback,white
tampa bay area,12900,2013,toyota,excellent,4 cylinders,48500,clean,automatic,fwd,full-size,sedan,silver
"houston, TX",1000,2017,chevrolet,excellent,4 cylinders,48496,clean,automatic,fwd,mid-size,sedan,red
"winchester, VA",16999,2016,nissan,excellent,6 cylinders,48479,clean,automatic,4wd,mid-size,SUV,black
"st louis, MO",32000,2017,toyota,excellent,6 cylinders,48477,lien,automatic,4wd,mid-size,pickup,white
sarasota-bradenton,7800,2014,gmc,good,8 cylinders,48464,clean,automatic,rwd,full-size,van,white
"hartford, CT",38999,2017,gmc,excellent,8 cylinders,48456,clean,automatic,4wd,full-size,truck,brown
"des moines, IA",13965,2013,chrysler,excellent,6 cylinders,48455,clean,automatic,rwd,mid-size,sedan,black
"lakeland, FL",9990,2017,hyundai,excellent,4 cylinders,48453,clean,automatic,fwd,compact,sedan,white
sarasota-bradenton,9990,2017,hyundai,excellent,4 cylinders,48453,clean,automatic,fwd,compact,sedan,white
"Green bay, WI",30811,2016,ford,excellent,6 cylinders,48443,clean,automatic,4wd,mid-size,truck,black
"fayetteville, AR",12900,2016,chevrolet,excellent,4 cylinders,48434,clean,automatic,fwd,mid-size,sedan,black
"fayetteville, AR",12900,2016,chevrolet,excellent,4 cylinders,48434,clean,automatic,fwd,mid-size,sedan,black
"fayetteville, AR",11900,2016,chevrolet,excellent,4 cylinders,48434,clean,automatic,fwd,mid-size,sedan,black
"el paso, TX",16995,2015,volkswagen,excellent,4 cylinders,48429,clean,automatic,fwd,mid-size,sedan,silver
"el paso, TX",16995,2015,volkswagen,excellent,4 cylinders,48427,clean,automatic,fwd,mid-size,sedan,silver
"Raleigh-Durham, Durham, NC",16995,2014,toyota,excellent,4 cylinders,48423,clean,automatic,4wd,mid-size,SUV,silver
daytona beach,19700,2011,chevrolet,excellent,8 cylinders,48400,lien,automatic,rwd,mid-size,convertible,custom
new york city,11900,2015,gmc,excellent,6 cylinders,48400,clean,automatic,4wd,full-size,SUV,silver
"Vermont, IL",23998,2016,mercedes-benz,excellent,4 cylinders,48400,clean,automatic,4wd,full-size,sedan,black
